Country,Year,Value,Indicator
Palau,2015,100.0,Access to drinking water
Papua New Guinea,2015,85.0,Access to drinking water
Samoa,2015,91.0,Access to drinking water
Solomon Islands,2015,91.0,Access to drinking water
Tokelau,2015,99.0,Access to drinking water
Tonga,2015,99.0,Access to drinking water
Tuvalu,2015,100.0,Access to drinking water
Vanuatu,2015,99.0,Access to drinking water
Wallis and Futuna,2015,99.0,Access to drinking water
American Samoa,2016,100.0,Access to drinking water
Cook Islands,2016,100.0,Access to drinking water
Fiji,2016,98.0,Access to drinking water
French Polynesia,2016,100.0,Access to drinking water
Guam,2016,100.0,Access to drinking water
Kiribati,2016,89.0,Access to drinking water
Marshall Islands,2016,94.0,Access to drinking water
Micronesia (Federated States of),2016,88.0,Access to drinking water
Nauru,2016,100.0,Access to drinking water
New Caledonia,2016,98.0,Access to drinking water
Niue,2016,97.0,Access to drinking water
Northern Mariana Islands,2016,100.0,Access to drinking water
Palau,2016,100.0,Access to drinking water
Papua New Guinea,2016,85.0,Access to drinking water
Samoa,2016,92.0,Access to drinking water
Solomon Islands,2016,91.0,Access to drinking water
Tokelau,2016,100.0,Access to drinking water
Tonga,2016,99.0,Access to drinking water
Tuvalu,2016,100.0,Access to drinking water
Vanuatu,2016,99.0,Access to drinking water
Wallis and Futuna,2016,99.0,Access to drinking water
American Samoa,2017,100.0,Access to drinking water
Cook Islands,2017,100.0,Access to drinking water
Fiji,2017,98.0,Access to drinking water
French Polynesia,2017,100.0,Access to drinking water
Guam,2017,100.0,Access to drinking water
Kiribati,2017,90.0,Access to drinking water
Marshall Islands,2017,94.0,Access to drinking water
Micronesia (Federated States of),2017,88.0,Access to drinking water
Nauru,2017,100.0,Access to drinking water
New Caledonia,2017,99.0,Access to drinking water
Niue,2017,97.0,Access to drinking water
Northern Mariana Islands,2017,100.0,Access to drinking water
Palau,2017,100.0,Access to drinking water
Papua New Guinea,2017,85.0,Access to drinking water
Samoa,2017,92.0,Access to drinking water
Solomon Islands,2017,91.0,Access to drinking water
Tokelau,2017,100.0,Access to drinking water
Tonga,2017,99.0,Access to drinking water
Tuvalu,2017,100.0,Access to drinking water
Vanuatu,2017,100.0,Access to drinking water
Wallis and Futuna,2017,99.0,Access to drinking water
American Samoa,2018,100.0,Access to drinking water
Cook Islands,2018,100.0,Access to drinking water
Fiji,2018,98.0,Access to drinking water
French Polynesia,2018,100.0,Access to drinking water
Guam,2018,100.0,Access to drinking water
Kiribati,2018,90.0,Access to drinking water
Marshall Islands,2018,94.0,Access to drinking water
Micronesia (Federated States of),2018,88.0,Access to drinking water
Nauru,2018,100.0,Access to drinking water
New Caledonia,2018,99.0,Access to drinking water
Niue,2018,97.0,Access to drinking water
Northern Mariana Islands,2018,100.0,Access to drinking water
Palau,2018,100.0,Access to drinking water
Papua New Guinea,2018,86.0,Access to drinking water
Samoa,2018,92.0,Access to drinking water
Solomon Islands,2018,91.0,Access to drinking water
Tokelau,2018,100.0,Access to drinking water
Tonga,2018,99.0,Access to drinking water
Tuvalu,2018,100.0,Access to drinking water
Vanuatu,2018,100.0,Access to drinking water
Wallis and Futuna,2018,99.0,Access to drinking water
American Samoa,2019,100.0,Access to drinking water
Cook Islands,2019,100.0,Access to drinking water
Fiji,2019,98.0,Access to drinking water
French Polynesia,2019,100.0,Access to drinking water
Guam,2019,100.0,Access to drinking water
Kiribati,2019,91.0,Access to drinking water
Marshall Islands,2019,94.0,Access to drinking water
Micronesia (Federated States of),2019,88.0,Access to drinking water
Nauru,2019,100.0,Access to drinking water
New Caledonia,2019,99.0,Access to drinking water
Niue,2019,97.0,Access to drinking water
Northern Mariana Islands,2019,100.0,Access to drinking water
Palau,2019,100.0,Access to drinking water
Papua New Guinea,2019,86.0,Access to drinking water
Samoa,2019,92.0,Access to drinking water
Solomon Islands,2019,91.0,Access to drinking water
Tokelau,2019,100.0,Access to drinking water
Tonga,2019,99.0,Access to drinking water
Tuvalu,2019,100.0,Access to drinking water
Vanuatu,2019,100.0,Access to drinking water
Wallis and Futuna,2019,99.0,Access to drinking water
American Samoa,2020,100.0,Access to drinking water
Cook Islands,2020,100.0,Access to drinking water
Fiji,2020,98.0,Access to drinking water
French Polynesia,2020,100.0,Access to drinking water
Guam,2020,100.0,Access to drinking water
Kiribati,2020,92.0,Access to drinking water
Marshall Islands,2020,94.0,Access to drinking water
Micronesia (Federated States of),2020,,Access to drinking water
Nauru,2020,100.0,Access to drinking water
New Caledonia,2020,99.0,Access to drinking water
Niue,2020,97.0,Access to drinking water
Northern Mariana Islands,2020,100.0,Access to drinking water
Palau,2020,100.0,Access to drinking water
Papua New Guinea,2020,86.0,Access to drinking water
Samoa,2020,92.0,Access to drinking water
Solomon Islands,2020,91.0,Access to drinking water
Tokelau,2020,100.0,Access to drinking water
Tonga,2020,100.0,Access to drinking water
Tuvalu,2020,100.0,Access to drinking water
Vanuatu,2020,100.0,Access to drinking water
Wallis and Futuna,2020,99.0,Access to drinking water
Fiji,1961,71.77,Access to Electricity
French Polynesia,1961,100.0,Access to Electricity
Guam,1961,99.88,Access to Electricity
Kiribati,1961,56.92,Access to Electricity
Marshall Islands,1961,68.48,Access to Electricity
Micronesia (Federated States of),1961,48.34,Access to Electricity
Nauru,1961,99.04,Access to Electricity
New Caledonia,1961,99.88,Access to Electricity
Northern Mariana Islands,1961,99.88,Access to Electricity
Palau,1961,96.76,Access to Electricity
Papua New Guinea,1961,2.16,Access to Electricity
Samoa,1961,81.64,Access to Electricity
Solomon Islands,1961,4.52,Access to Electricity
Tonga,1961,81.79,Access to Electricity
Tuvalu,1961,94.84,Access to Electricity
Vanuatu,1961,12.94,Access to Electricity
Fiji,1962,73.09,Access to Electricity
French Polynesia,1962,100.0,Access to Electricity
Guam,1962,99.91,Access to Electricity
Kiribati,1962,58.71,Access to Electricity
Marshall Islands,1962,69.96,Access to Electricity
Micronesia (Federated States of),1962,50.1,Access to Electricity
Nauru,1962,99.08,Access to Electricity
New Caledonia,1962,99.91,Access to Electricity
Northern Mariana Islands,1962,99.92,Access to Electricity
Palau,1962,96.9,Access to Electricity
Papua New Guinea,1962,4.3,Access to Electricity
Samoa,1962,82.42,Access to Electricity
Solomon Islands,1962,7.48,Access to Electricity
Tonga,1962,82.55,Access to Electricity
Tuvalu,1962,94.63,Access to Electricity
Vanuatu,1962,14.79,Access to Electricity
Fiji,1963,74.4,Access to Electricity
French Polynesia,1963,100.0,Access to Electricity
Guam,1963,99.94,Access to Electricity
Kiribati,1963,60.49,Access to Electricity
Marshall Islands,1963,71.44,Access to Electricity
Micronesia (Federated States of),1963,51.86,Access to Electricity
Nauru,1963,99.12,Access to Electricity
New Caledonia,1963,99.94,Access to Electricity
Northern Mariana Islands,1963,99.94,Access to Electricity
Palau,1963,97.04,Access to Electricity
Papua New Guinea,1963,6.43,Access to Electricity
Samoa,1963,80.0,Access to Electricity
Solomon Islands,1963,10.43,Access to Electricity
Tonga,1963,83.32,Access to Electricity
Tuvalu,1963,95.23,Access to Electricity
Vanuatu,1963,16.64,Access to Electricity
Fiji,1964,75.72,Access to Electricity
French Polynesia,1964,100.0,Access to Electricity
Guam,1964,99.97,Access to Electricity
Kiribati,1964,62.27,Access to Electricity
Marshall Islands,1964,72.92,Access to Electricity
Micronesia (Federated States of),1964,53.61,Access to Electricity
Nauru,1964,99.16,Access to Electricity
New Caledonia,1964,99.97,Access to Electricity
Northern Mariana Islands,1964,99.97,Access to Electricity
Palau,1964,97.17,Access to Electricity
Papua New Guinea,1964,7.58,Access to Electricity
Samoa,1964,83.99,Access to Electricity
Solomon Islands,1964,13.37,Access to Electricity
Tonga,1964,84.08,Access to Electricity
Tuvalu,1964,95.42,Access to Electricity
Vanuatu,1964,18.48,Access to Electricity
Fiji,1965,77.0,Access to Electricity
French Polynesia,1965,100.0,Access to Electricity
Guam,1965,100.0,Access to Electricity
Kiribati,1965,69.68,Access to Electricity
Marshall Islands,1965,74.39,Access to Electricity
Micronesia (Federated States of),1965,55.37,Access to Electricity
Nauru,1965,99.2,Access to Electricity
New Caledonia,1965,100.0,Access to Electricity
Northern Mariana Islands,1965,100.0,Access to Electricity
Palau,1965,97.3,Access to Electricity
Papua New Guinea,1965,9.88,Access to Electricity
Samoa,1965,84.77,Access to Electricity
Solomon Islands,1965,16.31,Access to Electricity
Tonga,1965,84.83,Access to Electricity
Tuvalu,1965,95.6,Access to Electricity
Vanuatu,1965,19.1,Access to Electricity
Fiji,1966,79.63,Access to Electricity
French Polynesia,1966,100.0,Access to Electricity
Guam,1966,100.0,Access to Electricity
Kiribati,1966,68.8,Access to Electricity
Marshall Islands,1966,75.86,Access to Electricity
Micronesia (Federated States of),1966,57.12,Access to Electricity
Nauru,1966,99.24,Access to Electricity
New Caledonia,1966,100.0,Access to Electricity
Northern Mariana Islands,1966,100.0,Access to Electricity
Palau,1966,97.44,Access to Electricity
Papua New Guinea,1966,12.18,Access to Electricity
Samoa,1966,85.54,Access to Electricity
Solomon Islands,1966,19.26,Access to Electricity
Tonga,1966,85.58,Access to Electricity
Tuvalu,1966,95.79,Access to Electricity
Vanuatu,1966,22.14,Access to Electricity
Fiji,1967,80.0,Access to Electricity
French Polynesia,1967,100.0,Access to Electricity
Guam,1967,100.0,Access to Electricity
Kiribati,1967,67.61,Access to Electricity
Marshall Islands,1967,77.33,Access to Electricity
Micronesia (Federated States of),1967,58.88,Access to Electricity
Nauru,1967,99.27,Access to Electricity
New Caledonia,1967,100.0,Access to Electricity
Northern Mariana Islands,1967,100.0,Access to Electricity
Palau,1967,97.56,Access to Electricity
Papua New Guinea,1967,14.47,Access to Electricity
Samoa,1967,86.31,Access to Electricity
Solomon Islands,1967,14.4,Access to Electricity
Tonga,1967,86.29,Access to Electricity
Tuvalu,1967,96.7,Access to Electricity
Vanuatu,1967,23.94,Access to Electricity
Fiji,1968,80.79,Access to Electricity
French Polynesia,1968,100.0,Access to Electricity
Guam,1968,100.0,Access to Electricity
Kiribati,1968,69.4,Access to Electricity
Marshall Islands,1968,72.3,Access to Electricity
Micronesia (Federated States of),1968,60.65,Access to Electricity
Nauru,1968,99.3,Access to Electricity
New Caledonia,1968,100.0,Access to Electricity
Northern Mariana Islands,1968,100.0,Access to Electricity
Palau,1968,97.69,Access to Electricity
Papua New Guinea,1968,16.76,Access to Electricity
Samoa,1968,87.08,Access to Electricity
Solomon Islands,1968,12.9,Access to Electricity
Tonga,1968,87.0,Access to Electricity
Tuvalu,1968,96.19,Access to Electricity
Vanuatu,1968,25.74,Access to Electricity
Fiji,1969,82.05,Access to Electricity
French Polynesia,1969,100.0,Access to Electricity
Guam,1969,100.0,Access to Electricity
Kiribati,1969,64.19,Access to Electricity
Marshall Islands,1969,80.29,Access to Electricity
Micronesia (Federated States of),1969,62.43,Access to Electricity
Nauru,1969,99.32,Access to Electricity
New Caledonia,1969,100.0,Access to Electricity
Northern Mariana Islands,1969,100.0,Access to Electricity
Palau,1969,97.8,Access to Electricity
Papua New Guinea,1969,19.05,Access to Electricity
Samoa,1969,87.86,Access to Electricity
Solomon Islands,1969,28.1,Access to Electricity
Tonga,1969,87.7,Access to Electricity
Tuvalu,1969,96.41,Access to Electricity
Vanuatu,1969,27.53,Access to Electricity
Fiji,1970,83.31,Access to Electricity
French Polynesia,1970,100.0,Access to Electricity
Guam,1970,100.0,Access to Electricity
Kiribati,1970,63.17,Access to Electricity
Marshall Islands,1970,81.78,Access to Electricity
Micronesia (Federated States of),1970,64.53,Access to Electricity
Nauru,1970,99.44,Access to Electricity
New Caledonia,1970,100.0,Access to Electricity
Northern Mariana Islands,1970,100.0,Access to Electricity
Palau,1970,98.17,Access to Electricity
Papua New Guinea,1970,12.4,Access to Electricity
Samoa,1970,88.58,Access to Electricity
Solomon Islands,1970,21.2,Access to Electricity
Tonga,1970,88.4,Access to Electricity
Tuvalu,1970,96.63,Access to Electricity
Vanuatu,1970,29.31,Access to Electricity
Fiji,1971,88.9,Access to Electricity
French Polynesia,1971,100.0,Access to Electricity
Guam,1971,100.0,Access to Electricity
Kiribati,1971,74.84,Access to Electricity
Marshall Islands,1971,89.23,Access to Electricity
Micronesia (Federated States of),1971,66.59,Access to Electricity
Nauru,1971,99.42,Access to Electricity
New Caledonia,1971,100.0,Access to Electricity
Northern Mariana Islands,1971,100.0,Access to Electricity
Palau,1971,98.23,Access to Electricity
Papua New Guinea,1971,23.64,Access to Electricity
Samoa,1971,89.3,Access to Electricity
Solomon Islands,1971,34.77,Access to Electricity
Tonga,1971,89.1,Access to Electricity
Tuvalu,1971,96.87,Access to Electricity
Vanuatu,1971,31.09,Access to Electricity
Fiji,1972,86.16,Access to Electricity
French Polynesia,1972,100.0,Access to Electricity
Guam,1972,100.0,Access to Electricity
Kiribati,1972,76.69,Access to Electricity
Marshall Islands,1972,89.92,Access to Electricity
Micronesia (Federated States of),1972,68.43,Access to Electricity
Nauru,1972,99.39,Access to Electricity
New Caledonia,1972,100.0,Access to Electricity
Northern Mariana Islands,1972,99.99,Access to Electricity
Palau,1972,98.28,Access to Electricity
Papua New Guinea,1972,25.94,Access to Electricity
Samoa,1972,90.02,Access to Electricity
Solomon Islands,1972,38.68,Access to Electricity
Tonga,1972,92.3,Access to Electricity
Tuvalu,1972,97.67,Access to Electricity
Vanuatu,1972,26.44,Access to Electricity
Fiji,1973,87.13,Access to Electricity
French Polynesia,1973,100.0,Access to Electricity
Guam,1973,100.0,Access to Electricity
Kiribati,1973,78.93,Access to Electricity
Marshall Islands,1973,90.56,Access to Electricity
Micronesia (Federated States of),1973,70.25,Access to Electricity
Nauru,1973,99.35,Access to Electricity
